Date,Day,Occasion_English,Occasion_Gujarati,Category,Cultural_Context,Visual_Mood,Priority,Message_English,Message_Gujarati,Illustration_Prompt,Palette,Style,Season,Language,Approval_Status,Version,Record_Type
2026-12-13,Sunday,Courage Day,હિંમત દિવસ,Everyday Inspiration,Indian,Courage,3,Courage is often a quiet decision to do what is right despite uncertainty.,હિંમત ઘણીવાર અનિશ્ચિતતા છતાં યોગ્ય કાર્ય કરવાની શાંત પસંદગી હોય છે.,Premium greeting-card artwork for Courage Day; cultural context: Indian; mood: Courage; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Midnight Indigo,Modern Editorial,Winter,EN+GU,Draft,1.0,Evergreen
2026-12-14,Monday,Nature Appreciation Day,પ્રકૃતિ કદર દિવસ,Environment,Indian,Nature,3,"When we care for nature, we protect the inheritance of generations yet to come.",અપણે પ્રકૃતિની કાળજી લઈએ ત્યારે આવતી પેઢીઓનો વારસો સુરક્ષિત કરીએ છીએ.,Premium greeting-card artwork for Nature Appreciation Day; cultural context: Indian; mood: Nature; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Monsoon Green,Nature Canvas,Winter,EN+GU,Draft,1.0,Evergreen
2026-12-15,Tuesday,Purposeful Day,હેતુપૂર્ણ દિવસ,Everyday Inspiration,Indian,Purpose,3,A meaningful day begins when one clear intention guides every small action.,દરેક નાનાં કાર્યને એક સ્પષ્ટ હેતુ દિશા આપે ત્યારે દિવસ અર્થપૂર્ણ બને છે.,Premium greeting-card artwork for Purposeful Day; cultural context: Indian; mood: Purpose; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Heritage Sandstone,Modern Editorial,Winter,EN+GU,Draft,1.0,Evergreen
2026-12-16,Wednesday,Vijay Diwas,વિજય દિવસ,National Remembrance,Indian,Pride,1,"Let the meaning of Vijay Diwas guide us toward responsibility, respect and thoughtful action.","વિજય દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for Vijay Diwas; cultural context: Indian; mood: Pride; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Heritage Sandstone,Classic Heritage,Winter,EN+GU,Draft,1.0,Named Occasion
2026-12-17,Thursday,Gratitude Day,કૃતજ્ઞતા દિવસ,Indian Values,Indian,Gratitude,3,Gratitude does not reduce ambition; it gives ambition a peaceful foundation.,કૃતજ્ઞતા મહત્ત્વાકાંક્ષાને ઘટાડતી નથી; તે તેને શાંતિપૂર્ણ આધાર આપે છે.,Premium greeting-card artwork for Gratitude Day; cultural context: Indian; mood: Gratitude; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Lotus Pink,Royal Greeting,Winter,EN+GU,Draft,1.0,Evergreen
2026-12-18,Friday,International Migrants Day,આંતરરાષ્ટ્રીય સ્થળાંતરિત દિવસ,Global Values,Global,Compassion,1,"Let the meaning of International Migrants Day guide us toward responsibility, respect and thoughtful action.","આંતરરાષ્ટ્રીય સ્થળાંતરિત દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for International Migrants Day; cultural context: Global; mood: Compassion; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Peacock Royal,Modern Editorial,Winter,EN+GU,Draft,1.0,Named Occasion
2026-12-19,Saturday,Kindness Day,દયાનો દિવસ,Social Values,Indian,Compassion,3,A small act of kindness can become the part of someone's day they remember most.,દયાનો નાનો કાર્ય કોઈના દિવસની સૌથી યાદગાર ક્ષણ બની શકે છે.,Premium greeting-card artwork for Kindness Day; cultural context: Indian; mood: Compassion; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Lotus Pink,Royal Greeting,Winter,EN+GU,Draft,1.0,Evergreen
2026-12-20,Sunday,Discipline Day,શિસ્ત દિવસ,Work Ethics,Indian,Determination,3,Discipline turns good intentions into steady progress.,શિસ્ત સારા ઇરાદાઓને સતત પ્રગતિમાં બદલે છે.,Premium greeting-card artwork for Discipline Day; cultural context: Indian; mood: Determination; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Midnight Indigo,Modern Editorial,Winter,EN+GU,Draft,1.0,Evergreen
2026-12-21,Monday,Winter Solstice,શિયાળુ અયનાંત,Seasonal,Global,Reflection,1,"Let the meaning of Winter Solstice guide us toward responsibility, respect and thoughtful action.","શિયાળુ અયનાંતનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for Winter Solstice; cultural context: Global; mood: Reflection; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Midnight Indigo,Nature Canvas,Winter,EN+GU,Draft,1.0,Named Occasion
2026-12-22,Tuesday,Service Day,સેવાનો દિવસ,Social Responsibility,Indian,Service,3,Service becomes noble when it is offered with humility rather than recognition in mind.,"સેવા ત્યારે મહાન બને છે જ્યારે તે પ્રસિદ્ધિ માટે નહીં, પરંતુ વિનમ્રતાથી કરવામાં આવે.",Premium greeting-card artwork for Service Day; cultural context: Indian; mood: Service; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Royal Saffron,Classic Heritage,Winter,EN+GU,Draft,1.0,Evergreen
2026-12-23,Wednesday,Patience Day,ધીરજ દિવસ,Everyday Inspiration,Indian,Calm,3,Patience is not inaction; it is steady effort without unnecessary anxiety.,ધીરજ નિષ્ક્રિયતા નથી; તે અનાવશ્યક ચિંતા વિના સતત પ્રયત્ન છે.,Premium greeting-card artwork for Patience Day; cultural context: Indian; mood: Calm; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Monsoon Green,Spiritual Serenity,Winter,EN+GU,Draft,1.0,Evergreen
2026-12-24,Thursday,Christmas Eve,નાતાલની પૂર્વસંધ્યા,Religious Celebration,Christian,Peace,1,"Let the meaning of Christmas Eve guide us toward responsibility, respect and thoughtful action.","નાતાલની પૂર્વસંધ્યાનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for Christmas Eve; cultural context: Christian; mood: Peace; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Festival Gold,Royal Greeting,Winter,EN+GU,Draft,1.0,Named Occasion
2026-12-25,Friday,Christmas Day,નાતાલ દિવસ,Religious Festival,Christian,Joy,1,"May compassion enter every home, peace guide every conversation and hope brighten every tomorrow.","દરેક ઘરમાં કરુણા વસે, દરેક વાતચીતને શાંતિ દિશા આપે અને દરેક આવતીકાલ આશાથી ઉજળી બને.",Premium greeting-card artwork for Christmas Day; cultural context: Christian; mood: Joy; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Festival Gold,Royal Greeting,Winter,EN+GU,Draft,1.0,Named Occasion
2026-12-26,Saturday,Nature Appreciation Day,પ્રકૃતિ કદર દિવસ,Environment,Indian,Nature,3,"When we care for nature, we protect the inheritance of generations yet to come.",અપણે પ્રકૃતિની કાળજી લઈએ ત્યારે આવતી પેઢીઓનો વારસો સુરક્ષિત કરીએ છીએ.,Premium greeting-card artwork for Nature Appreciation Day; cultural context: Indian; mood: Nature; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Monsoon Green,Nature Canvas,Winter,EN+GU,Draft,1.0,Evergreen
2026-12-27,Sunday,Purposeful Day,હેતુપૂર્ણ દિવસ,Everyday Inspiration,Indian,Purpose,3,A meaningful day begins when one clear intention guides every small action.,દરેક નાનાં કાર્યને એક સ્પષ્ટ હેતુ દિશા આપે ત્યારે દિવસ અર્થપૂર્ણ બને છે.,Premium greeting-card artwork for Purposeful Day; cultural context: Indian; mood: Purpose; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Heritage Sandstone,Modern Editorial,Winter,EN+GU,Draft,1.0,Evergreen
2026-12-28,Monday,Character Day,ચારિત્ર્ય દિવસ,Indian Values,Indian,Integrity,3,"Character is built quietly, through choices made when no one is watching.","ચારિત્ર્ય શાંતિથી બને છે—ખાસ કરીને ત્યારે, જ્યારે કોઈ જોઈ રહ્યું ન હોય અને આપણે યોગ્ય પસંદગી કરીએ.",Premium greeting-card artwork for Character Day; cultural context: Indian; mood: Integrity; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Heritage Sandstone,Classic Heritage,Winter,EN+GU,Draft,1.0,Evergreen
